Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,retention_days,promoted,GenderBin,Education_Level_Bachelor,Education_Level_College,Education_Level_Master,attrition
29,35983,2,2,0,1,148.0,0,1,0,1,0,1
30,65094,1,2,2571250,4,205.0,1,1,1,0,0,0
30,65094,1,2,1416450,4,236.0,1,1,1,0,0,0
30,65094,1,2,7705540,4,265.0,1,1,1,0,0,0
30,65094,1,2,0,2,296.0,1,1,1,0,0,0
31,65094,1,2,636590,2,326.0,1,1,1,0,0,0
31,65094,1,2,0,2,357.0,1,1,1,0,0,0
31,65094,1,2,250000,2,387.0,1,1,1,0,0,0
31,65094,1,2,145670,2,418.0,1,1,1,0,0,0
31,65094,1,2,967520,2,449.0,1,1,1,0,0,0
31,65094,1,2,1522860,4,479.0,1,1,1,0,0,0
31,65094,1,2,494370,4,510.0,1,1,1,0,0,0
31,65094,1,2,873010,4,540.0,1,1,1,0,0,0
31,65094,1,2,3061290,4,571.0,1,1,1,0,0,0
31,65094,1,2,1176440,4,602.0,1,1,1,0,0,0
31,65094,1,2,2604280,4,630.0,1,1,1,0,0,0
31,65094,1,2,0,2,661.0,1,1,1,0,0,0
32,65094,1,2,0,2,691.0,1,1,1,0,0,0
32,65094,1,2,725340,2,722.0,1,1,1,0,0,0
32,65094,1,2,483040,2,752.0,1,1,1,0,0,0
32,65094,1,2,863870,2,783.0,1,1,1,0,0,0
32,65094,1,2,0,2,814.0,1,1,1,0,0,0
32,65094,1,2,531810,4,844.0,1,1,1,0,0,0
32,65094,1,2,1177800,4,875.0,1,1,1,0,0,0
32,65094,1,2,2694320,4,905.0,1,1,1,0,0,0
38,70753,3,3,0,1,19.0,0,0,0,1,0,0
38,70753,3,3,126780,1,50.0,0,0,0,1,0,0
38,70753,3,3,315840,1,80.0,0,0,0,1,0,0
38,70753,3,3,123440,1,111.0,0,0,0,1,0,0
38,70753,3,3,237910,1,142.0,0,0,0,1,0,0
38,70753,3,3,697800,1,170.0,0,0,0,1,0,0
39,70753,3,3,0,1,201.0,0,0,0,1,0,1
36,25851,1,1,0,1,12.0,0,1,0,1,0,0
36,25851,1,1,0,1,42.0,0,1,0,1,0,0
36,25851,1,1,0,1,73.0,0,1,0,1,0,1
42,78645,1,2,0,1,1173.0,1,0,1,0,0,0
42,78645,1,2,0,1,1204.0,1,0,1,0,0,0
42,78645,1,2,0,1,1233.0,1,0,1,0,0,0
42,78645,1,2,0,1,1264.0,1,0,1,0,0,0
42,78645,1,2,0,1,1294.0,1,0,1,0,0,1
24,20176,1,1,0,1,128.0,0,0,0,1,0,0
24,20176,1,1,0,1,159.0,0,0,0,1,0,1
31,53025,2,2,0,1,2.0,0,1,0,1,0,0
37,80856,2,3,2368600,4,88.0,1,0,0,1,0,0
37,80856,2,3,1577000,4,119.0,1,0,0,1,0,0
37,80856,2,3,16079420,4,148.0,1,0,0,1,0,0
37,80856,2,3,1200000,4,179.0,1,0,0,1,0,0
37,80856,2,3,0,4,209.0,1,0,0,1,0,0
37,80856,2,3,2140460,4,240.0,1,0,0,1,0,0
37,80856,2,3,345700,3,270.0,1,0,0,1,0,0
37,80856,2,3,690010,3,301.0,1,0,0,1,0,0
37,80856,2,3,1870000,3,332.0,1,0,0,1,0,0
38,80856,2,3,5045560,4,362.0,1,0,0,1,0,0
38,80856,2,3,2145350,4,393.0,1,0,0,1,0,0
38,80856,2,3,1545400,4,423.0,1,0,0,1,0,0
38,80856,2,3,1749210,4,454.0,1,0,0,1,0,0
38,80856,2,3,1950000,4,485.0,1,0,0,1,0,0
38,80856,2,3,11246300,4,513.0,1,0,0,1,0,0
38,80856,2,3,1220000,4,544.0,1,0,0,1,0,0
38,80856,2,3,1017430,4,574.0,1,0,0,1,0,0
38,80856,2,3,852000,4,605.0,1,0,0,1,0,0
38,80856,2,3,1060940,4,635.0,1,0,0,1,0,0
38,80856,2,3,500000,4,666.0,1,0,0,1,0,0
38,80856,2,3,1735950,4,697.0,1,0,0,1,0,0
39,88207,2,4,500050,1,727.0,1,0,0,1,0,1
30,188418,2,5,1507300,3,1600.0,1,0,0,0,1,0
30,188418,2,5,3225570,3,1631.0,1,0,0,0,1,0
30,188418,2,5,4975410,3,1660.0,1,0,0,0,1,0
30,188418,2,5,500000,2,1691.0,1,0,0,0,1,0
30,188418,2,5,300000,2,1721.0,1,0,0,0,1,0
30,188418,2,5,836450,2,1752.0,1,0,0,0,1,0
30,188418,2,5,2240000,4,1782.0,1,0,0,0,1,0
31,188418,2,5,937570,4,1813.0,1,0,0,0,1,0
31,188418,2,5,2182320,4,1844.0,1,0,0,0,1,0
31,188418,2,5,980000,2,1874.0,1,0,0,0,1,0
31,188418,2,5,651200,2,1905.0,1,0,0,0,1,0
31,188418,2,5,848090,2,1935.0,1,0,0,0,1,0
31,188418,2,5,1875800,3,1966.0,1,0,0,0,1,0
31,188418,2,5,2392000,3,1997.0,1,0,0,0,1,0
31,188418,2,5,15993610,3,2025.0,1,0,0,0,1,0
31,188418,2,5,439450,2,2056.0,1,0,0,0,1,0
31,188418,2,5,2012930,2,2086.0,1,0,0,0,1,0
31,188418,2,5,881040,2,2117.0,1,0,0,0,1,0
31,188418,2,5,1459420,3,2147.0,1,0,0,0,1,0
32,188418,2,5,3263540,3,2178.0,1,0,0,0,1,0
32,188418,2,5,3311080,3,2209.0,1,0,0,0,1,0
32,188418,2,5,2401800,2,2239.0,1,0,0,0,1,0
32,188418,2,5,1037000,2,2270.0,1,0,0,0,1,0
32,188418,2,5,3772910,2,2300.0,1,0,0,0,1,0
34,26047,2,2,0,1,14.0,0,0,0,1,0,0
34,26047,2,2,0,1,44.0,0,0,0,1,0,0
34,26047,2,2,0,1,75.0,0,0,0,1,0,0
34,26047,2,2,0,1,105.0,0,0,0,1,0,0
34,26047,2,2,0,1,136.0,0,0,0,1,0,0
34,26047,2,2,0,1,167.0,0,0,0,1,0,1
31,96603,3,3,0,1,13.0,0,1,0,1,0,0
31,96603,3,3,0,1,44.0,0,1,0,1,0,0
31,96603,3,3,150050,1,74.0,0,1,0,1,0,0
31,96603,3,3,0,1,105.0,0,1,0,1,0,0
31,96603,3,3,0,1,136.0,0,1,0,1,0,1
29,50281,3,3,0,1,19.0,0,1,0,0,1,1
47,42592,1,1,250000,1,104.0,0,0,0,0,1,0
47,42592,1,1,0,1,135.0,0,0,0,0,1,1
34,59936,2,2,250000,2,14.0,0,0,1,0,0,0
34,59936,2,2,250000,2,45.0,0,0,1,0,0,0
34,59936,2,2,700000,2,76.0,0,0,1,0,0,0
34,59936,2,2,200000,2,106.0,0,0,1,0,0,0
34,59936,2,2,650000,2,137.0,0,0,1,0,0,0
34,59936,2,2,-50000,2,167.0,0,0,1,0,0,0
34,59936,2,2,450000,2,198.0,0,0,1,0,0,0
34,59936,2,2,450000,2,229.0,0,0,1,0,0,0
34,59936,2,2,1249000,2,257.0,0,0,1,0,0,0
34,59936,2,2,400000,2,288.0,0,0,1,0,0,0
34,59936,2,2,200000,2,318.0,0,0,1,0,0,0
35,59936,2,2,200000,2,349.0,0,0,1,0,0,0
35,59936,2,2,0,1,379.0,0,0,1,0,0,0
35,59936,2,2,246840,1,410.0,0,0,1,0,0,1
33,37890,1,1,0,1,14.0,0,1,1,0,0,0
33,37890,1,1,0,1,44.0,0,1,1,0,0,0
33,37890,1,1,0,1,75.0,0,1,1,0,0,1
30,51819,3,3,0,1,30.0,0,0,0,0,1,0
30,51819,3,3,0,1,58.0,0,0,0,0,1,1
27,56813,1,1,100050,4,172.0,0,1,0,1,0,0
27,56813,1,1,1675060,4,203.0,0,1,0,1,0,0
27,56813,1,1,3800670,4,232.0,0,1,0,1,0,0
27,56813,1,1,545950,4,263.0,0,1,0,1,0,0
27,56813,1,1,1833110,4,293.0,0,1,0,1,0,0
27,56813,1,1,2697990,4,324.0,0,1,0,1,0,0
27,56813,1,1,1050460,4,354.0,0,1,0,1,0,0
27,56813,1,1,915180,4,385.0,0,1,0,1,0,0
27,56813,1,1,1428830,4,416.0,0,1,0,1,0,0
27,56813,1,1,762680,4,446.0,0,1,0,1,0,0
27,56813,1,1,564350,4,477.0,0,1,0,1,0,0
27,56813,1,1,332300,4,507.0,0,1,0,1,0,0
28,56813,1,1,1401910,4,538.0,0,1,0,1,0,0
28,56813,1,1,1012290,4,569.0,0,1,0,1,0,0
28,56813,1,1,3901890,4,597.0,0,1,0,1,0,0
28,56813,1,1,780000,4,628.0,0,1,0,1,0,0
28,56813,1,1,365150,4,658.0,0,1,0,1,0,0
28,56813,1,1,888140,4,689.0,0,1,0,1,0,0
28,63126,1,2,871770,4,719.0,1,1,0,1,0,0
28,63126,1,2,1413240,4,750.0,1,1,0,1,0,0
28,63126,1,2,953400,4,781.0,1,1,0,1,0,0
28,63126,1,2,777870,4,811.0,1,1,0,1,0,0
28,63126,1,2,843990,4,842.0,1,1,0,1,0,0
28,63126,1,2,1237400,4,872.0,1,1,0,1,0,0
26,29869,1,1,0,1,1.0,0,1,1,0,0,0
26,29869,1,1,0,1,31.0,0,1,1,0,0,0
27,29869,1,1,242500,1,62.0,0,1,1,0,0,0
27,29869,1,1,0,1,93.0,0,1,1,0,0,0
27,29869,1,1,0,1,121.0,0,1,1,0,0,0
27,29869,1,1,0,1,152.0,0,1,1,0,0,1
41,57245,2,2,0,1,16.0,0,1,0,1,0,0
41,57245,2,2,200000,1,47.0,0,1,0,1,0,0
41,57245,2,2,0,1,78.0,0,1,0,1,0,0
41,57245,2,2,200000,1,108.0,0,1,0,1,0,0
41,57245,2,2,0,1,139.0,0,1,0,1,0,1
29,64558,2,2,250000,1,26.0,0,1,0,0,1,0
29,64558,2,2,506920,1,54.0,0,1,0,0,1,0
29,64558,2,2,164740,1,85.0,0,1,0,0,1,0
29,64558,2,2,0,1,115.0,0,1,0,0,1,0
29,64558,2,2,250000,1,146.0,0,1,0,0,1,0
29,64558,2,2,305030,2,176.0,0,1,0,0,1,0
29,64558,2,2,154970,2,207.0,0,1,0,0,1,0
30,64558,2,2,357690,2,238.0,0,1,0,0,1,0
30,64558,2,2,553920,2,268.0,0,1,0,0,1,0
30,64558,2,2,120330,2,299.0,0,1,0,0,1,0
30,64558,2,2,496200,2,329.0,0,1,0,0,1,0
30,69160,3,3,0,3,29.0,0,0,1,0,0,0
30,69160,3,3,2000000,3,60.0,0,0,1,0,0,0
30,69160,3,3,1400000,3,90.0,0,0,1,0,0,0
31,69160,3,3,1200000,3,121.0,0,0,1,0,0,0
31,69160,3,3,0,3,151.0,0,0,1,0,0,0
26,50739,1,1,109020,1,32.0,0,0,0,0,1,0
26,50739,1,1,0,1,63.0,0,0,0,0,1,0
26,50739,1,1,0,1,92.0,0,0,0,0,1,0
26,50739,1,1,0,1,123.0,0,0,0,0,1,0
26,50739,1,1,0,1,153.0,0,0,0,0,1,0
26,50739,1,1,0,1,184.0,0,0,0,0,1,0
26,50739,1,1,0,1,214.0,0,0,0,0,1,0
26,50739,1,1,0,1,245.0,0,0,0,0,1,1
24,69454,2,2,0,1,10.0,0,0,0,0,1,0
24,69454,2,2,194000,1,41.0,0,0,0,0,1,0
24,69454,2,2,0,1,71.0,0,0,0,0,1,1
38,26658,1,1,432800,2,217.0,0,0,1,0,0,0
38,26658,1,1,408820,2,248.0,0,0,1,0,0,0
38,26658,1,1,0,2,277.0,0,0,1,0,0,0
38,26658,1,1,0,1,308.0,0,0,1,0,0,1
35,54816,3,3,0,1,21.0,0,1,1,0,0,0
35,54816,3,3,200000,1,52.0,0,1,1,0,0,0
35,54816,3,3,0,1,81.0,0,1,1,0,0,0
35,54816,3,3,0,1,112.0,0,1,1,0,0,0
35,54816,3,3,0,1,142.0,0,1,1,0,0,0
35,54816,3,3,0,1,173.0,0,1,1,0,0,0
35,54816,3,3,0,1,203.0,0,1,1,0,0,0
35,54816,3,3,0,1,234.0,0,1,1,0,0,1
42,133752,1,3,736100,2,1261.0,1,1,1,0,0,0
42,133752,1,3,763020,2,1292.0,1,1,1,0,0,0
42,133752,1,3,750670,2,1321.0,1,1,1,0,0,0
42,133752,1,3,0,1,1352.0,1,1,1,0,0,0
42,133752,1,3,450000,1,1382.0,1,1,1,0,0,0
42,133752,1,3,-134200,1,1413.0,1,1,1,0,0,0
43,133752,1,3,466110,2,1443.0,1,1,1,0,0,0
43,133752,1,3,194010,2,1474.0,1,1,1,0,0,0
43,133752,1,3,200000,2,1505.0,1,1,1,0,0,0
43,133752,1,3,350610,3,1535.0,1,1,1,0,0,0
43,133752,1,3,1859990,3,1566.0,1,1,1,0,0,0
43,133752,1,3,588560,3,1596.0,1,1,1,0,0,0
43,133752,1,3,1881800,3,1627.0,1,1,1,0,0,0
43,133752,1,3,901270,3,1658.0,1,1,1,0,0,0
43,133752,1,3,2553590,3,1686.0,1,1,1,0,0,0
43,133752,1,3,291270,2,1717.0,1,1,1,0,0,0
43,133752,1,3,155200,2,1747.0,1,1,1,0,0,0
43,133752,1,3,193820,2,1778.0,1,1,1,0,0,0
44,133752,1,3,341440,2,1808.0,1,1,1,0,0,0
44,133752,1,3,340480,2,1839.0,1,1,1,0,0,0
44,133752,1,3,502630,2,1870.0,1,1,1,0,0,0
44,133752,1,3,208540,2,1900.0,1,1,1,0,0,0
44,133752,1,3,106150,2,1931.0,1,1,1,0,0,0
44,133752,1,3,1016090,2,1961.0,1,1,1,0,0,0
39,35694,1,1,0,1,99.0,0,1,1,0,0,0
39,35694,1,1,0,1,130.0,0,1,1,0,0,1
35,71154,3,3,0,1,4.0,0,0,0,0,1,0
35,71154,3,3,0,1,35.0,0,0,0,0,1,0
35,71154,3,3,0,1,65.0,0,0,0,0,1,0
29,51152,1,1,0,1,27.0,0,0,0,0,1,1
44,45796,1,1,361800,2,104.0,0,1,1,0,0,0
44,45796,1,1,366870,2,135.0,0,1,1,0,0,0
44,45796,1,1,445000,2,164.0,0,1,1,0,0,0
44,45796,1,1,123290,1,195.0,0,1,1,0,0,0
44,45796,1,1,0,1,225.0,0,1,1,0,0,1
29,58812,2,2,102070,1,25.0,0,1,0,1,0,0
29,58812,2,2,120030,1,54.0,0,1,0,1,0,0
29,58812,2,2,101190,1,85.0,0,1,0,1,0,0
29,58812,2,2,0,1,115.0,0,1,0,1,0,1
41,94685,3,3,0,1,14.0,0,1,0,0,1,0
45,140769,2,4,938160,2,325.0,1,0,0,0,1,0
46,140769,2,4,1703730,2,356.0,1,0,0,0,1,0
46,140769,2,4,960350,2,385.0,1,0,0,0,1,0
46,140769,2,4,145500,2,416.0,1,0,0,0,1,0
46,140769,2,4,200000,2,446.0,1,0,0,0,1,0
46,140769,2,4,516740,2,477.0,1,0,0,0,1,0
46,140769,2,4,470480,1,507.0,1,0,0,0,1,0
46,140769,2,4,150120,1,538.0,1,0,0,0,1,0
46,140769,2,4,350570,1,569.0,1,0,0,0,1,0
46,140769,2,4,203330,1,599.0,1,0,0,0,1,0
46,140769,2,4,865710,1,630.0,1,0,0,0,1,0
46,140769,2,4,0,1,660.0,1,0,0,0,1,0
46,140769,2,4,750550,1,691.0,1,0,0,0,1,0
47,140769,2,4,450000,1,722.0,1,0,0,0,1,0
47,140769,2,4,651680,1,750.0,1,0,0,0,1,0
47,140769,2,4,450000,1,781.0,1,0,0,0,1,0
47,140769,2,4,200000,1,811.0,1,0,0,0,1,0
47,140769,2,4,570660,1,842.0,1,0,0,0,1,0
47,140769,2,4,0,1,872.0,1,0,0,0,1,0
47,140769,2,4,0,1,903.0,1,0,0,0,1,1
45,62135,2,2,0,1,108.0,0,1,0,0,1,0
45,62135,2,2,0,1,139.0,0,1,0,0,1,0
45,62135,2,2,0,1,168.0,0,1,0,0,1,1
31,55937,3,3,0,1,18.0,0,0,1,0,0,0
32,55937,3,3,0,1,49.0,0,0,1,0,0,0
32,55937,3,3,246390,1,80.0,0,0,1,0,0,0
32,55937,3,3,152650,2,110.0,0,0,1,0,0,0
32,55937,3,3,0,2,141.0,0,0,1,0,0,0
32,55937,3,3,770000,2,171.0,0,0,1,0,0,0
32,55937,3,3,0,1,202.0,0,0,1,0,0,0
32,55937,3,3,158040,1,233.0,0,0,1,0,0,0
32,55937,3,3,500240,1,261.0,0,0,1,0,0,0
32,55937,3,3,0,1,292.0,0,0,1,0,0,0
32,55937,3,3,0,1,322.0,0,0,1,0,0,1
35,33327,1,1,444560,1,146.0,0,0,0,1,0,0
36,33327,1,1,100000,1,177.0,0,0,0,1,0,0
36,33327,1,1,0,1,206.0,0,0,0,1,0,1
39,49592,2,2,0,1,8.0,0,0,1,0,0,0
39,49592,2,2,0,1,39.0,0,0,1,0,0,0
39,49592,2,2,625540,1,67.0,0,0,1,0,0,0
39,49592,2,2,150980,2,98.0,0,0,1,0,0,0
39,49592,2,2,213690,2,128.0,0,0,1,0,0,0
39,49592,2,2,291320,2,159.0,0,0,1,0,0,0
39,49592,2,2,339400,3,189.0,0,0,1,0,0,0
39,49592,2,2,424960,3,220.0,0,0,1,0,0,0
40,49592,2,2,945910,3,251.0,0,0,1,0,0,0
40,49592,2,2,150120,2,281.0,0,0,1,0,0,0
40,49592,2,2,0,2,312.0,0,0,1,0,0,0
40,49592,2,2,804560,2,342.0,0,0,1,0,0,0
44,83084,3,3,1673330,2,176.0,0,0,0,0,1,0
44,83084,3,3,639920,2,207.0,0,0,0,0,1,0
44,83084,3,3,1144800,2,236.0,0,0,0,0,1,0
44,83084,3,3,1201590,4,267.0,0,0,0,0,1,0
44,83084,3,3,9000000,4,297.0,0,0,0,0,1,0
44,83084,3,3,-6000000,4,328.0,0,0,0,0,1,0
44,83084,3,3,222320,2,358.0,0,0,0,0,1,0
44,83084,3,3,486150,2,389.0,0,0,0,0,1,0
44,83084,3,3,852750,2,420.0,0,0,0,0,1,0
44,83084,3,3,217920,2,450.0,0,0,0,0,1,0
45,83084,3,3,727320,2,481.0,0,0,0,0,1,0
45,83084,3,3,504000,2,511.0,0,0,0,0,1,0
45,83084,3,3,411900,1,542.0,0,0,0,0,1,1
24,26563,1,1,0,1,16.0,0,0,1,0,0,0
24,26563,1,1,150440,1,44.0,0,0,1,0,0,0
24,26563,1,1,0,1,75.0,0,0,1,0,0,0
24,26563,1,1,0,1,105.0,0,0,1,0,0,1
28,55938,3,3,0,1,27.0,0,0,1,0,0,1
35,35284,2,2,0,1,1.0,0,1,1,0,0,0
35,35284,2,2,166820,1,32.0,0,1,1,0,0,0
35,35284,2,2,367780,2,62.0,0,1,1,0,0,0
35,35284,2,2,0,2,93.0,0,1,1,0,0,0
35,35284,2,2,300290,2,123.0,0,1,1,0,0,0
30,92158,3,3,291240,1,30.0,0,1,1,0,0,0
30,92158,3,3,159150,1,61.0,0,1,1,0,0,0
30,92158,3,3,621840,1,89.0,0,1,1,0,0,0
31,92158,3,3,0,1,120.0,0,1,1,0,0,1
36,57044,2,3,0,1,361.0,1,1,0,1,0,0
36,57044,2,3,0,1,392.0,1,1,0,1,0,1
28,71326,2,2,0,1,0.0,0,1,1,0,0,0
28,71326,2,2,0,1,30.0,0,1,1,0,0,0
28,71326,2,2,0,1,61.0,0,1,1,0,0,0
28,71326,2,2,0,1,91.0,0,1,1,0,0,0
33,56317,2,2,116400,1,5.0,0,0,0,0,1,0
33,56317,2,2,0,1,35.0,0,0,0,0,1,0
33,56317,2,2,0,1,66.0,0,0,0,0,1,0
33,56317,2,2,0,1,97.0,0,0,0,0,1,0
33,56317,2,2,0,1,127.0,0,0,0,0,1,1
33,55441,2,2,0,1,29.0,0,0,0,0,1,0
33,55441,2,2,0,1,60.0,0,0,0,0,1,1
30,50609,2,2,0,1,22.0,0,0,1,0,0,0
30,50609,2,2,500000,1,53.0,0,0,1,0,0,0
30,50609,2,2,504230,1,81.0,0,0,1,0,0,0
30,50609,2,2,194330,1,112.0,0,0,1,0,0,0
30,50609,2,2,243190,1,142.0,0,0,1,0,0,0
30,50609,2,2,0,1,173.0,0,0,1,0,0,0
30,50609,2,2,501310,3,203.0,0,0,1,0,0,0
30,50609,2,2,404360,3,234.0,0,0,1,0,0,0
30,50609,2,2,1078510,3,265.0,0,0,1,0,0,0
30,50609,2,2,910000,4,295.0,0,0,1,0,0,0
30,50609,2,2,1005090,4,326.0,0,0,1,0,0,0
31,50609,2,2,2913910,4,356.0,0,0,1,0,0,0
43,39564,1,1,516420,1,6.0,0,0,0,1,0,0
43,39564,1,1,0,1,37.0,0,0,0,1,0,0
43,39564,1,1,115660,1,67.0,0,0,0,1,0,0
44,39564,1,1,0,1,98.0,0,0,0,1,0,0
44,39564,1,1,0,1,128.0,0,0,0,1,0,1
29,33134,1,1,223980,2,170.0,0,1,0,0,1,0
29,33134,1,1,357130,2,201.0,0,1,0,0,1,0
30,33134,1,1,1034790,2,230.0,0,1,0,0,1,0
30,33134,1,1,570550,4,261.0,0,1,0,0,1,0
30,33134,1,1,235260,4,291.0,0,1,0,0,1,0
30,33134,1,1,600130,4,322.0,0,1,0,0,1,0
30,33134,1,1,506970,3,352.0,0,1,0,0,1,0
30,33134,1,1,107180,3,383.0,0,1,0,0,1,0
30,33134,1,1,712270,3,414.0,0,1,0,0,1,0
30,33134,1,1,150360,4,444.0,0,1,0,0,1,0
30,33134,1,1,773730,4,475.0,0,1,0,0,1,0
30,33134,1,1,1972850,4,505.0,0,1,0,0,1,0
30,33134,1,1,193960,3,536.0,0,1,0,0,1,0
30,33134,1,1,294470,3,567.0,0,1,0,0,1,0
31,33134,1,1,2981510,3,595.0,0,1,0,0,1,0
31,33134,1,1,301610,2,626.0,0,1,0,0,1,0
31,33134,1,1,0,2,656.0,0,1,0,0,1,0
31,33134,1,1,481080,2,687.0,0,1,0,0,1,0
31,33134,1,1,750440,3,717.0,0,1,0,0,1,0
31,33134,1,1,481380,3,748.0,0,1,0,0,1,0
31,33134,1,1,578300,3,779.0,0,1,0,0,1,0
31,33134,1,1,136640,1,809.0,0,1,0,0,1,0
31,33134,1,1,149760,1,840.0,0,1,0,0,1,1
31,60555,1,1,0,1,32.0,0,1,0,1,0,0
31,60555,1,1,0,1,63.0,0,1,0,1,0,0
31,60555,1,1,0,1,92.0,0,1,0,1,0,1
34,135879,3,3,1131740,2,199.0,0,0,0,0,1,0
34,135879,3,3,464880,2,230.0,0,0,0,0,1,0
34,135879,3,3,3117120,2,259.0,0,0,0,0,1,0
34,135879,3,3,0,1,290.0,0,0,0,0,1,0
34,135879,3,3,250020,1,320.0,0,0,0,0,1,0
34,135879,3,3,-1850000,1,351.0,0,0,0,0,1,0
34,135879,3,3,50000,1,381.0,0,0,0,0,1,0
34,135879,3,3,0,1,412.0,0,0,0,0,1,1
34,127616,4,4,0,2,24.0,0,0,0,1,0,0
34,127616,4,4,1526310,2,54.0,0,0,0,1,0,0
34,127616,4,4,804460,2,85.0,0,0,0,1,0,0
34,127616,4,4,1132450,2,115.0,0,0,0,1,0,0
34,127616,4,4,661430,2,146.0,0,0,0,1,0,0
35,127616,4,4,1116340,2,177.0,0,0,0,1,0,0
35,127616,4,4,1226090,2,207.0,0,0,0,1,0,0
35,127616,4,4,2116400,2,238.0,0,0,0,1,0,0
35,127616,4,4,1538020,2,268.0,0,0,0,1,0,0
39,117830,3,3,0,1,3.0,0,1,0,0,1,0
39,117830,3,3,0,1,33.0,0,1,0,0,1,0
39,117830,3,3,350000,2,64.0,0,1,0,0,1,0
39,117830,3,3,300440,2,95.0,0,1,0,0,1,0
39,117830,3,3,1939330,2,123.0,0,1,0,0,1,0
39,117830,3,3,931300,3,154.0,0,1,0,0,1,0
39,117830,3,3,247100,3,184.0,0,1,0,0,1,0
39,117830,3,3,250020,3,215.0,0,1,0,0,1,0
39,117830,3,3,0,2,245.0,0,1,0,0,1,0
39,117830,3,3,497750,2,276.0,0,1,0,0,1,0
39,117830,3,3,200000,2,307.0,0,1,0,0,1,0
39,117830,3,3,0,1,337.0,0,1,0,0,1,0
40,117830,3,3,159190,1,368.0,0,1,0,0,1,0
40,117830,3,3,300000,1,398.0,0,1,0,0,1,0
36,107473,2,4,0,2,11.0,1,0,0,0,1,0
36,107473,2,4,1212000,2,42.0,1,0,0,0,1,0
36,107473,2,4,1000000,2,73.0,1,0,0,0,1,0
36,107473,2,4,0,3,103.0,1,0,0,0,1,0
36,107473,2,4,4000000,3,134.0,1,0,0,0,1,0
36,107473,2,4,2251000,3,164.0,1,0,0,0,1,0
36,107473,2,4,1193830,3,195.0,1,0,0,0,1,0
36,107473,2,4,2900000,3,226.0,1,0,0,0,1,0
36,107473,2,4,8560000,3,254.0,1,0,0,0,1,0
36,107473,2,4,1000000,2,285.0,1,0,0,0,1,0
36,107473,2,4,193800,2,315.0,1,0,0,0,1,0
37,107473,2,4,926310,2,346.0,1,0,0,0,1,0
37,107473,2,4,3200040,3,376.0,1,0,0,0,1,0
37,107473,2,4,1551080,3,407.0,1,0,0,0,1,0
37,107473,2,4,2200040,3,438.0,1,0,0,0,1,0
37,107473,2,4,1112930,2,468.0,1,0,0,0,1,0
37,107473,2,4,3159000,2,499.0,1,0,0,0,1,0
37,107473,2,4,999990,2,529.0,1,0,0,0,1,0
39,58347,2,2,313450,1,72.0,0,1,1,0,0,0
39,58347,2,2,0,1,103.0,0,1,1,0,0,1
33,13743,1,1,223890,1,106.0,0,0,0,1,0,0
33,13743,1,1,109230,1,137.0,0,0,0,1,0,0
33,13743,1,1,0,1,166.0,0,0,0,1,0,1
37,51609,2,2,0,1,28.0,0,1,0,0,1,0
37,51609,2,2,1498780,4,58.0,0,1,0,0,1,0
38,51609,2,2,516600,4,89.0,0,1,0,0,1,0
38,51609,2,2,700560,4,120.0,0,1,0,0,1,0
38,51609,2,2,0,2,150.0,0,1,0,0,1,0
38,51609,2,2,300000,2,181.0,0,1,0,0,1,0
38,51609,2,2,896200,2,211.0,0,1,0,0,1,0
30,67650,2,2,0,1,24.0,0,0,0,0,1,0
30,67650,2,2,0,1,55.0,0,0,0,0,1,0
30,67650,2,2,659360,1,83.0,0,0,0,0,1,0
30,67650,2,2,0,1,114.0,0,0,0,0,1,0
30,67650,2,2,512220,1,144.0,0,0,0,0,1,0
30,67650,2,2,0,1,175.0,0,0,0,0,1,0
30,67650,2,2,343170,1,205.0,0,0,0,0,1,0
30,67650,2,2,155560,1,236.0,0,0,0,0,1,0
30,67650,2,2,0,1,267.0,0,0,0,0,1,1
27,35727,1,1,0,2,25.0,0,0,0,0,1,0
27,35727,1,1,151050,2,55.0,0,0,0,0,1,0
27,35727,1,1,305120,2,86.0,0,0,0,0,1,0
27,35727,1,1,0,1,116.0,0,0,0,0,1,1
24,44740,2,2,0,1,0.0,0,1,0,1,0,0
24,44740,2,2,0,1,28.0,0,1,0,1,0,0
24,44740,2,2,0,1,59.0,0,1,0,1,0,0
24,44740,2,2,0,1,89.0,0,1,0,1,0,1
29,44630,2,2,0,1,2.0,0,0,0,0,1,0
29,44630,2,2,0,1,32.0,0,0,0,0,1,0
43,46719,1,1,1254620,4,105.0,0,0,1,0,0,0
43,46719,1,1,1331810,4,136.0,0,0,1,0,0,0
43,46719,1,1,2031450,4,165.0,0,0,1,0,0,0
43,46719,1,1,125290,4,196.0,0,0,1,0,0,0
43,46719,1,1,2678110,4,226.0,0,0,1,0,0,0
43,46719,1,1,1844060,4,257.0,0,0,1,0,0,0
43,46719,1,1,1824960,4,287.0,0,0,1,0,0,0
43,46719,1,1,1516940,4,318.0,0,0,1,0,0,0
43,46719,1,1,1498710,4,349.0,0,0,1,0,0,0
44,46719,1,1,800000,4,379.0,0,0,1,0,0,0
44,46719,1,1,245250,4,410.0,0,0,1,0,0,0
44,46719,1,1,1032850,4,440.0,0,0,1,0,0,0
44,46719,1,1,1282190,4,471.0,0,0,1,0,0,0
44,46719,1,1,2027190,4,502.0,0,0,1,0,0,0
44,46719,1,1,1634040,4,530.0,0,0,1,0,0,0
